"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
3431,"E_M_nicolas_cage.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","3","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_nicolas_cage.jpg E_M_robert_de_niro.jpg",-0.553489037304693,"32","Male","right",1,1,FALSE
2799,"E_M_nicolas_cage.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_nicolas_cage.jpg P_F_nicola_sturgeon.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
1895,"E_F_Judi_Dench.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Judi_Dench.jpg E_F_sandra_bullock.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
1622,"E_F_sandra_bullock.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_sandra_bullock.jpg P_M_boris_johnson.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
1743,"E_F_Judi_Dench.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Judi_Dench.jpg E_F_keira_knightley.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
5191,"E_F_angelina_jolie.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","2","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_angelina_jolie.jpg E_F_keira_knightley.jpg",-1.17209443193935,"32","Male","right",1,1,FALSE
1615,"E_F_keira_knightley.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_keira_knightley.jpg P_F_tehresy_may.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
2470,"E_F_Kate_Winslet.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Kate_Winslet.jpg E_M_nicolas_cage.jpg",0.0651163573299638,"32","Male","right",1,1,FALSE
2015,"E_M_michael_caine.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","2","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_michael_caine.jpg E_M_robert_de_niro.jpg",-1.17209443193935,"32","Male","right",1,1,FALSE
5199,"E_M_nicolas_cage.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","1","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_nicolas_cage.jpg E_M_tom_hankes.jpg",-1.79069982657401,"32","Male","right",1,1,FALSE
