RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3610,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2770,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2033,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1750,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2492,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1941,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1931,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2797,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2752,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2335,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1917,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
7636,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2192,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2922,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1996,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1630,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2672,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4931,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2821,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6768,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2273,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4289,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1786,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2419,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4657,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1818,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1656,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2786,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3046,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
4440,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1769,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3685,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6937,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1612,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
5092,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1699,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2162,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2946,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2055,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
6375,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1874,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2767,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
8384,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2749,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
7279,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2152,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
9228,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
3565,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1983,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1694,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2415,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1907,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2282,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
2160,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1591,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
1451,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
file,isFamiliar,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_robert_de_niro.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_liam_neeson.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_F_hillary_clinton.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_M_boris_johnson.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_nicolas_cage.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_Hugh_Grant.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_F_PRITI_PATEL.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_M_donald_trump.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_M_Tony_Blair.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_F_sandra_bullock.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_michael_caine.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_F_esther_mcvey.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_Martin_Freeman.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_M_david_cameron.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_F_angela_rayner.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_F_Judi_Dench.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_F_tehresy_may.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_F_jennifer_aniston.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_M_george_Wbush.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_F_keira_knightley.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_tom_hankes.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_M_bill_clinton.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
P_F_nicola_sturgeon.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_F_angelina_jolie.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_M_anthony_hopkins.jpg,0,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
E_F_Kate_Winslet.jpg,1,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
age: 28,gender: Female,handedness: left,5fdf51ff90279e7803b0f0ac,"11/30/2021, 18:27:16"
