RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2316,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3620,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4928,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2446,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2531,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3461,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5843,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3355,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2316,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2606,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2975,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2107,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4253,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1964,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6334,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
6877,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4571,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2364,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3943,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4751,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
10144,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
5163,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3032,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2182,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3338,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2492,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2540,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2348,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2777,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2461,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2608,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2516,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2332,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2309,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2072,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2393,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2914,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3928,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2544,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2653,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2064,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2073,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2711,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2497,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2477,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2082,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4112,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2368,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3112,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
3266,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2610,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
4851,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
1910,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2452,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2212,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
2224,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
file,isFamiliar,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_F_hillary_clinton.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_F_Judi_Dench.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_F_nicola_sturgeon.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_tom_hankes.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_F_keira_knightley.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_robert_de_niro.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_michael_caine.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_M_Tony_Blair.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_Martin_Freeman.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_F_sandra_bullock.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_F_angelina_jolie.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_M_bill_clinton.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_M_donald_trump.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_Hugh_Grant.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_F_angela_rayner.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_F_Kate_Winslet.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_F_esther_mcvey.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_M_david_cameron.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_F_tehresy_may.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_M_george_Wbush.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_anthony_hopkins.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_nicolas_cage.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_M_liam_neeson.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
E_F_jennifer_aniston.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_M_boris_johnson.jpg,1,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
P_F_PRITI_PATEL.jpg,0,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
age: 31,gender: Female,handedness: right,5d5ee60d8c0a07001719f9dd,"11/28/2021, 15:50:20"
