RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3221,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3893,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4798,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3774,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3181,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2862,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3927,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6597,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
7157,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3783,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5338,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5963,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4092,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3380,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3656,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3526,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3239,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4357,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4418,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3596,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4121,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3108,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
2523,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3115,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4796,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5935,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3593,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4043,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
7628,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3351,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4434,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3428,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
3796,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
5517,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4556,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
6386,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
11945,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
4718,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
file,isFamiliar,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_Hugh_Grant.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_F_nicola_sturgeon.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_F_angelina_jolie.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_M_donald_trump.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_F_tehresy_may.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_nicolas_cage.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_F_hillary_clinton.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_F_Kate_Winslet.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_M_george_Wbush.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_tom_hankes.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_liam_neeson.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_michael_caine.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_F_Judi_Dench.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_F_esther_mcvey.jpg,0,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_M_bill_clinton.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_M_boris_johnson.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_F_angela_rayner.jpg,0,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_F_jennifer_aniston.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_M_Tony_Blair.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_F_keira_knightley.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_F_PRITI_PATEL.jpg,0,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_Martin_Freeman.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_anthony_hopkins.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_M_robert_de_niro.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
P_M_david_cameron.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
E_F_sandra_bullock.jpg,1,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
age: 36,gender: Female,handedness: right,57e508cec3e5930001447391,"11/30/2021, 18:24:29"
