RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2053,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1608,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1093,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1961,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1034,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1312,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1591,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2432,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1077,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1231,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1783,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1843,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2305,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1195,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1094,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1305,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
900,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2256,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
983,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
959,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1179,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2180,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1127,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1623,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2576,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1135,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1634,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1406,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2209,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1148,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2767,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1346,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1280,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2299,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1469,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1734,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1204,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1036,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1338,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3307,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
3450,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2577,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
4062,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1465,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1295,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2642,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1137,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1203,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1255,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1875,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1279,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
937,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1707,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2237,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2070,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
1078,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2683,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
2710,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
file,isFamiliar,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_F_tehresy_may.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_michael_caine.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_Hugh_Grant.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_F_Kate_Winslet.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_robert_de_niro.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_M_george_Wbush.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_F_keira_knightley.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_Martin_Freeman.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_F_angela_rayner.jpg,0,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_M_Tony_Blair.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_F_jennifer_aniston.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_F_nicola_sturgeon.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_F_esther_mcvey.jpg,0,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_anthony_hopkins.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_M_donald_trump.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_M_boris_johnson.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_F_PRITI_PATEL.jpg,0,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_liam_neeson.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_F_sandra_bullock.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_F_hillary_clinton.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_F_Judi_Dench.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_M_david_cameron.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
P_M_bill_clinton.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_tom_hankes.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_F_angelina_jolie.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
E_M_nicolas_cage.jpg,1,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
age: 32,gender: Female,handedness: right,5e22ba9ced7a20578dfb1ee4,"11/30/2021, 17:01:21"
