RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
12592,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
22433,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
23588,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
11190,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2852,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2364,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2834,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2770,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3148,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3548,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3033,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1787,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3471,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2117,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2753,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2515,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2717,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2332,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3186,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2980,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3466,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2720,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3128,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2111,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2122,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3027,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2197,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2521,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2072,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2008,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2521,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2142,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2070,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2434,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2681,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2480,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2157,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2095,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2945,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2493,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2264,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2026,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2155,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2561,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
1851,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
3416,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2008,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2590,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2379,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2518,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2286,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2180,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
2452,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
file,isFamiliar,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_F_hillary_clinton.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_F_nicola_sturgeon.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_F_angelina_jolie.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_F_PRITI_PATEL.jpg,0,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_liam_neeson.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_M_bill_clinton.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_F_Judi_Dench.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_F_sandra_bullock.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_robert_de_niro.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_nicolas_cage.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_M_boris_johnson.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_F_Kate_Winslet.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_anthony_hopkins.jpg,0,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_F_jennifer_aniston.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_michael_caine.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_F_tehresy_may.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_M_david_cameron.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_F_esther_mcvey.jpg,0,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_tom_hankes.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_M_donald_trump.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_Martin_Freeman.jpg,0,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_M_Hugh_Grant.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_M_Tony_Blair.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
E_F_keira_knightley.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_F_angela_rayner.jpg,0,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
P_M_george_Wbush.jpg,1,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
age: 27,gender: Female,handedness: left,60b78dc1eb46833a5c6b1235,"11/30/2021, 10:12:12"
